Source,Target,Weight,Type
Toth-Istvan_Diarium-1.txt-jav,Toth-Istvan_Diarium-8.txt-jav,3,undirected
Toth-Istvan_Diarium-1.txt-jav,Toth-Istvan_Diarium-9.txt-jav,3,undirected
Toth-Istvan_Diarium-10.txt-jav,Balassi-Balint_Az-en-jo-Istenem.txt-jav,3,undirected
Toth-Istvan_Diarium-10.txt-jav,Balassi-Balint_Bizonnyal-ismerem-rajtam-most-erejet.txt-jav,3,undirected
Toth-Istvan_Diarium-10.txt-jav,Gergei-Albert_Argirus-historiaja-2.txt-jav,1,undirected
Toth-Istvan_Diarium-10.txt-jav,Toth-Istvan_Diarium-7.txt-jav,1,undirected
Toth-Istvan_Diarium-10.txt-jav,Toth-Istvan_Diarium-8.txt-jav,2,undirected
Toth-Istvan_Diarium-10.txt-jav,Toth-Istvan_Diarium-9.txt-jav,3,undirected
Toth-Istvan_Diarium-11.txt-jav,Balassi-Balint_A-Zsuzsanna-egy-szep-nemet.txt-jav,2,undirected
Toth-Istvan_Diarium-11.txt-jav,Toth-Istvan_Diarium-1.txt-jav,3,undirected
Toth-Istvan_Diarium-11.txt-jav,Toth-Istvan_Diarium-12.txt-jav,2,undirected
Toth-Istvan_Diarium-11.txt-jav,Toth-Istvan_Diarium-4.txt-jav,2,undirected
Toth-Istvan_Diarium-12.txt-jav,Toth-Istvan_Diarium-1.txt-jav,2,undirected
Toth-Istvan_Diarium-12.txt-jav,Toth-Istvan_Diarium-11.txt-jav,2,undirected
Toth-Istvan_Diarium-12.txt-jav,Toth-Istvan_Diarium-4.txt-jav,3,undirected
Toth-Istvan_Diarium-2.txt-jav,Toth-Istvan_Diarium-5.txt-jav,2,undirected
Toth-Istvan_Diarium-2.txt-jav,Toth-Istvan_Diarium-8.txt-jav,3,undirected
Toth-Istvan_Diarium-2.txt-jav,Toth-Istvan_Diarium-9.txt-jav,1,undirected
Toth-Istvan_Diarium-3.txt-jav,Toth-Istvan_Diarium-1.txt-jav,6,undirected
Toth-Istvan_Diarium-3.txt-jav,Toth-Istvan_Diarium-4.txt-jav,3,undirected
Toth-Istvan_Diarium-3.txt-jav,Toth-Istvan_Diarium-6.txt-jav,1,undirected
Toth-Istvan_Diarium-3.txt-jav,Toth-Istvan_Diarium-8.txt-jav,4,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-1.txt-jav,5,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-11.txt-jav,2,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-12.txt-jav,3,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-3.txt-jav,3,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-5.txt-jav,3,undirected
Toth-Istvan_Diarium-4.txt-jav,Toth-Istvan_Diarium-6.txt-jav,2,undirected
Toth-Istvan_Diarium-5.txt-jav,Toth-Istvan_Diarium-1.txt-jav,1,undirected
Toth-Istvan_Diarium-5.txt-jav,Toth-Istvan_Diarium-2.txt-jav,2,undirected
Toth-Istvan_Diarium-5.txt-jav,Toth-Istvan_Diarium-4.txt-jav,3,undirected
Toth-Istvan_Diarium-5.txt-jav,Toth-Istvan_Diarium-9.txt-jav,3,undirected
Toth-Istvan_Diarium-6.txt-jav,Toth-Istvan_Diarium-3.txt-jav,1,undirected
Toth-Istvan_Diarium-6.txt-jav,Toth-Istvan_Diarium-4.txt-jav,2,undirected
Toth-Istvan_Diarium-6.txt-jav,Toth-Istvan_Diarium-9.txt-jav,3,undirected
Toth-Istvan_Diarium-7.txt-jav,Toth-Istvan_Diarium-1.txt-jav,1,undirected
Toth-Istvan_Diarium-7.txt-jav,Toth-Istvan_Diarium-10.txt-jav,1,undirected
Toth-Istvan_Diarium-7.txt-jav,Toth-Istvan_Diarium-8.txt-jav,2,undirected
Toth-Istvan_Diarium-7.txt-jav,Toth-Istvan_Diarium-9.txt-jav,6,undirected
Toth-Istvan_Diarium-8.txt-jav,Balassi-Balint_Aldott-Julia.txt-jav,1,undirected
Toth-Istvan_Diarium-8.txt-jav,Gergei-Albert_Argirus-historiaja-1.txt-jav,1,undirected
Toth-Istvan_Diarium-8.txt-jav,Gergei-Albert_Argirus-historiaja-3.txt-jav,1,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-1.txt-jav,3,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-10.txt-jav,2,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-2.txt-jav,3,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-3.txt-jav,4,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-7.txt-jav,2,undirected
Toth-Istvan_Diarium-8.txt-jav,Toth-Istvan_Diarium-9.txt-jav,2,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-1.txt-jav,3,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-10.txt-jav,3,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-2.txt-jav,1,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-5.txt-jav,3,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-6.txt-jav,3,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-7.txt-jav,6,undirected
Toth-Istvan_Diarium-9.txt-jav,Toth-Istvan_Diarium-8.txt-jav,2,undirected
Zrinyi-Miklos_Arianna-sirasa.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,2,undirected
Zrinyi-Miklos_Arianna-sirasa.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,3,undirected
Zrinyi-Miklos_Arianna-sirasa.txt-jav,Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,4,undirected
Zrinyi-Miklos_Fantasia-poetica.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,2,undirected
Zrinyi-Miklos_Fantasia-poetica.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Fantasia-poetica.txt-jav,Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Arianna-sirasa.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Fantasia-poetica.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Fantasia-poetica.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,Zrinyi-Miklos_Arianna-sirasa.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-1.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-2.txt-jav,5,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-10.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-11.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-7.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-6.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-5.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,3,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-13.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-14.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-15.txt-jav,2,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-3.txt-jav,6,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-4.txt-jav,4,undirected
Zrinyi-Miklos_Obsidionis-Szigethianc-9.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-8.txt-jav,2,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Arianna-sirasa.txt-jav,4,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Fantasia-poetica.txt-jav,5,undirected
Zrinyi-Miklos_Orfeus-es-Euridice.txt-jav,Zrinyi-Miklos_Obsidionis-Szigethianc-12.txt-jav,1,undirected
